ナンバー,施設名,所在地,緯度,経度
1436,大島内科医院,新潟市中央区松海が丘1丁目12番12号,37.930145,139.056091
1437,大野耳鼻咽喉科医院,新潟市北区寺尾前通3丁目2番9,37.913540,139.221603
1438,大野内科医院,新潟市西区鐙西2丁目9番16号,37.874226,138.971970
1439,大野内科三森診療所,新潟市中央区高森新田200番地8,37.896423,139.074142
1440,第２みずほ園内医務室,新潟市東区小見郷屋58番地4,37.942551,139.089264
1441,第四北越銀行健康保険組合診療所,新潟市東区上大川前通8番町1300番地,37.934677,139.085449
1442,滝沢医院,新潟市中央区松崎2丁目11番14号,37.930145,139.056091
1443,滝沢診療所,新潟市西区小金町1丁目17番40号,37.817219,138.913406
1444,丹羽医院,新潟市西区西堀前通3番町722番地,37.884277,138.981766
1445,地域密着型特別養護老人ホームルアナ医務室,新潟市中央区小針上山10番5号,37.885746,139.048141
1446,築井医院,新潟市東区浦山1丁目3番30号青山ﾊｲﾂ1階,37.924778,139.092606
1447,竹内皮フ科,新潟市中央区上近江4丁目12番20号ﾃﾞｯｷｨ401 1F,37.897877,139.030624
1448,中ざわ心療クリニック,新潟市中央区はなみずき1丁目14番5号,37.922520,139.043152
1449,中央区中央健康センター診療所,新潟市中央区稲荷町3511番地1,37.933113,139.055161
1450,中央区東地域保健福祉センター診療所,新潟市西区東万代町9番52号,37.827976,138.904510
1451,中央区南地域保健福祉センター診療所,新潟市中央区新和3丁目3番1号,37.900928,139.040253
1452,中山整形外科,新潟市中央区小針6丁目33番17号,37.885746,139.048141
1453,中新潟クリニック,新潟市東区本町通7番町1146MY's本町ﾋﾞﾙ3F-D,37.915081,139.141632
1454,中島医院,新潟市西区西堀通3番町258番地,37.884277,138.981766
1455,中野山眼科,新潟市南区猿ｹ馬場1丁目1番17号,37.765800,139.019165
1456,中和内科医院,新潟市西蒲区内野町602番地1,37.760490,138.889282
1457,中澤内科医院,新潟市西区高井東1丁目469番地,37.849705,138.945511
1458,長沼医院,新潟市北区巻甲2486番地,37.913540,139.221603
1459,長野医院内科,新潟市中央区五十嵐1の町6448番地,37.922520,139.043152
1460,鳥居クリニック,新潟市西区石動1丁目16番2号,37.874226,138.971970
1461,鳥居耳鼻咽喉科医院,新潟市江南区一番堀通町691番地,37.867638,139.094009
1462,塚田内科医院,新潟市秋葉区大野町3706番地,37.800117,139.068665
1463,椿田医院,新潟市秋葉区大渕176番地,37.800117,139.068665
1464,坪田医院,新潟市西区車場4丁目11番68号,37.874226,138.971970
1465,田沢眼科医院,新潟市南区山谷町3丁目10番15号,37.801952,139.007370
1466,田沢内科医院,新潟市西区山崎1145番地,37.824036,138.882980
1467,渡辺医院,新潟市西区能登2丁目8番5号,37.874226,138.971970
1468,土谷内科医院,新潟市北区寺尾西2丁目8番25号,37.913540,139.221603
1469,土田医院,新潟市東区五十嵐中島3丁目21番11号,37.924778,139.092606
1470,嶋倉クリニック,新潟市中央区葛塚3433番地,37.922520,139.043152
1471,東ニイガタ友愛クリニック,新潟市中央区逢谷内4丁目2番19号,37.922520,139.043152
1472,東京ノーストクリニック,新潟市東区東大通2丁目3番7号 ﾊｲｴｽﾄ新潟ﾋﾞﾙ6階,37.933327,139.075165
1473,東京青山クリニック新潟院,新潟市東区弁天1丁目4番22号ｸﾞﾘﾝﾋﾞﾙ6F,37.924778,139.092606
1474,東区石山地域保健福祉センター診療所,新潟市東区石山1丁目1番12号,37.896667,139.089340
1475,東区木戸健康センター診療所,新潟市東区下木戸1丁目4番1号,37.924900,139.092590
1476,東新潟まやま眼科,新潟市中央区中山7丁目11番11号,37.925709,139.041519
1477,東新潟健診プラザ,新潟市中央区はなみずき2丁目10番35号,37.922520,139.043152
1478,東大通内科クリニック,新潟市中央区東大通1丁目8番10号,37.915783,139.062912
1479,東北電力新潟支店健康推進センター,新潟市中央区上大川前通5番町84番地,37.919079,139.046829
1480,東堀内科放射線科クリニック,新潟市西区東堀通12番町2810番地,37.827976,138.904510
1481,筒井内科クリニック,新潟市西区白山浦2丁目646番地97,37.874226,138.971970
1482,藤田内科消化器科医院,新潟市西区善久108番地2,37.860584,139.017075
1483,道場山穂波の里医務室,新潟市中央区寺尾上6丁目17-23,37.932407,139.051697
1484,特別養護老人ホームあい・いからしの郷あじさいホーム医務室,新潟市江南区上新栄町3丁目4番77号,37.843506,139.059189
1485,特別養護老人ホームアルシェふるまち医務室,新潟市西区古町通13番町2900番5,37.874226,138.971970
1486,特別養護老人ホームにいがた新生園医務室,新潟市北区曽川甲1333番地1,37.913540,139.221603
1487,特別養護老人ホーム葵の園・新潟内野医務室,新潟市秋葉区内野西3丁目9番12号,37.788528,139.114609
1488,特別養護老人ホーム新潟北愛宕の園医務室,新潟市南区前新田甲74番地1,37.765800,139.019165
1489,特別養護老人ホーム藤花医務室,新潟市中央区新津本町1丁目11-12,37.901592,139.020996
1490,特別養護老人ホーム白根そよ風の杜医務室,新潟市中央区能登535番地1,37.922520,139.043152
1491,特別養護老人ホーム美咲の里医務室,新潟市南区美咲町1丁目23番43号,37.765800,139.019165
1492,特別養護老人ホーム柳都の杜医務室,新潟市西蒲区四ｯ屋町3丁目5116番地1,37.760490,138.889282
1493,特別養護老人ホーム遊生の園医務室,新潟市中央区西萱場304番地,37.924881,139.050308
1494,特別養護老人ホーム遊生の里医務室,新潟市東区巻甲2759番地1,37.924778,139.092606
1495,特別養護老人ホーム藤花・柳都医務室,新潟市東区柳島町3丁目26番地1,37.920532,139.133224
1496,特別養護老人ホームあしぬま荘医務室,新潟市江南区岡山1183番地1,37.867638,139.094009
1497,特別養護老人ホームいなほの郷下山診療所,新潟市西区下山2丁目587番地1,37.874226,138.971970
1498,特別養護老人ホームいなほの郷診療所,新潟市東区大渕715番地1,37.919216,139.124496
1499,特別養護老人ホームうちの桜園医務室,新潟市中央区内野潟端2090番地,37.922520,139.043152
1500,特別養護老人ホーム逢谷内医務室,新潟市東区新松崎1丁目1番12号,37.929184,139.115845
1501,特別養護老人ホームおもと園医務室,新潟市秋葉区女池西2丁目506番3,37.788528,139.114609
1502,特別養護老人ホームカナン医務室,新潟市中央区寺山3丁目6番11号,37.932407,139.051697
1503,特別養護老人ホームかんばらの里医務室,新潟市秋葉区古田613番地1,37.790714,139.102066
1504,特別養護老人ホームくりの木医務室,新潟市秋葉区本馬越2丁目15番34号,37.788528,139.114609
1505,特別養護老人ホームこうめの里医務室,新潟市秋葉区小屋場335番地1,37.783974,139.087723
1506,特別養護老人ホームこぐち苑医務室,新潟市西区小口443番地,37.817219,138.913406
1507,特別養護老人ホームこすど蒼丘の里医務室,新潟市南区矢代田3092番地12,37.765800,139.019165
1508,特別養護老人ホームジェロントピア新潟医務室,新潟市西区山田3487番地,37.875507,139.018005
1509,特別養護老人ホームしなの園医務室,新潟市中央区庄瀬8120番地,37.922520,139.043152
1510,特別養護老人ホームスマイルガーデン黒埼医務室,新潟市江南区金巻880番地1,37.867638,139.094009
1511,特別養護老人ホームせきやの里医務室,新潟市北区関屋大川前2丁目7番12号,37.913540,139.221603
1512,特別養護老人ホームソフィア輝診療所,新潟市江南区三百地2312番地3,37.898041,139.147461
1513,特別養護老人ホームながうらの郷医務室,新潟市北区上土地亀2433-1,37.899124,139.211899
1514,特別養護老人ホームなかかんの里医務室,新潟市南区曙町4丁目1番29号,37.765800,139.019165
1515,特別養護老人ホームなぎさの里診療所,新潟市秋葉区島見町4524番地13,37.788528,139.114609
1516,特別養護老人ホームにいだの里医務室,新潟市西区新飯田2545番地1,37.846748,138.913452
1517,特別養護老人ホームはさぎの里医務室,新潟市中央区七日町2186番地9,37.922520,139.043152
1518,特別養護老人ホームはまゆう医務室,新潟市中央区上新栄町1丁目2番12号,37.900860,139.033173
1519,特別養護老人ホームばんだい桜園医務室,新潟市北区幸西4丁目5番15号,37.913540,139.221603
1520,特別養護老人ホームプリメーロ女池医務室,新潟市北区女池5丁目2番14号,37.913540,139.221603
1521,特別養護老人ホームほうせい園,新潟市秋葉区葛塚618番地,37.788528,139.114609
1522,特別養護老人ホームまつはま園医務室,新潟市西蒲区太夫浜1747番地,37.760490,138.889282
1523,特別養護老人ホームやしろだ苑医務室,新潟市北区矢代田1234番地1,37.913540,139.221603
1524,特別養護老人ホームゆきわりの里医務室,新潟市江南区橋本1003番地1,37.867638,139.094009
1525,特別養護老人ホーム愛宕の園医務室,新潟市東区松潟1510番地,37.938660,139.101547
1526,特別養護老人ホーム横雲の里医務室,新潟市西蒲区阿賀野1丁目2-1,37.760490,138.889282
1527,特別養護老人ホーム河渡の郷医務室,新潟市中央区河渡2丁目4番65号,37.922520,139.043152
1528,特別養護老人ホーム花見の里医務室,新潟市江南区大潟198番地,37.896938,139.135223
1529,特別養護老人ホーム関屋おもと園医務室,新潟市中央区関屋大川前1丁目2番36号,37.902172,139.015045
1530,特別養護老人ホーム向陽の里・あさひ園医務室,新潟市西区亀田向陽2丁目6番1号,37.870163,138.982666
1531,特別養護老人ホーム江東園医務室,新潟市東区姥ｹ山359番地1,37.924778,139.092606
1532,特別養護老人ホーム黒埼の里医務室,新潟市北区金巻728番地,37.913540,139.221603
1533,特別養護老人ホーム山王苑にいがた医務室,新潟市西区海老ｹ瀬643番地,37.874226,138.971970
1534,特別養護老人ホーム新屋敷まつはま園医務室,新潟市東区松浜本町4丁目1番20号,37.954754,139.119003
1535,特別養護老人ホーム新潟あそか苑医務室,新潟市秋葉区大友141番地1,37.800117,139.068665
1536,特別養護老人ホーム新潟東愛宕の園医務室,新潟市東区若葉町2丁目17番40号,37.899742,139.116760
1537,特別養護老人ホーム真寿苑医務室,新潟市西蒲区大鹿516番1,37.814133,138.944702
1538,特別養護老人ホーム大山愛宕の園医務室,新潟市東区大山2丁目13番34号,37.937077,139.078476
1539,特別養護老人ホーム中之口愛宕の園医務・看護職員室,新潟市秋葉区福島305番地1,37.822659,139.098221
1540,特別養護老人ホーム桃山園医務室,新潟市秋葉区桃山町1丁目114番地7,37.788528,139.114609
1541,特別養護老人ホーム藤花・荻川医務室,新潟市東区田島109番地,37.924778,139.092606
1542,特別養護老人ホーム藤花・小阿賀医務室,新潟市西蒲区車場1丁目389番地1,37.760490,138.889282
1543,特別養護老人ホーム徳蓮荘医務室,新潟市南区中木戸377番地11,37.829456,139.011658
1544,特別養護老人ホーム虹の里医務室,新潟市中央区称名825番地,37.922520,139.043152
1545,特別養護老人ホーム白根やすらぎの里医務室,新潟市西蒲区鷲ﾉ木新田4018番地1,37.756001,138.864761
1546,特別養護老人ホーム白山やすらぎ医務室,新潟市西区川岸町2丁目1番地20,37.874226,138.971970
1547,特別養護老人ホーム白寿荘東診療所,新潟市東区巻甲4448番地,37.924778,139.092606
1548,特別養護老人ホーム白鳥の里診療所,新潟市西区小新1140番地1,37.878426,138.994766
1549,特別養護老人ホーム風の笛医務室,新潟市西区上木戸2丁目28番13号,37.890743,138.970764
1550,特別養護老人ホーム有徳の家医務室,新潟市西蒲区小針上山9番32号,37.704735,138.970139
1551,特別養護老人ホーム有明園医務室,新潟市江南区西有明町1番20号,37.885464,139.135315
1552,特別養護老人ホーム遊生の森医務室,新潟市西区西中694番地,37.884277,138.981766
1553,特別養護老人ホ－ムにいがた恵風園医務室,新潟市西区鍋潟新田382番地,37.874226,138.971970
1554,特別養護老人ホ－ム松風園診療所,新潟市中央区赤塚4782番地,37.930099,139.051270
1555,特別養護老人ホ－ム穂波の里医務室,新潟市中央区新通4734番地,37.901592,139.020996
1556,奈良心療クリニック,新潟市中央区笹口1丁目1番地 ﾌﾟﾗｰｶ1 2F,37.910976,139.063766
1557,内科長谷川医院,新潟市西区紫竹1丁目19番2号,37.874226,138.971970
1558,内科消化器科循環器科小児科アレルギー科放射線科黒川医院,新潟市西区礎町通上1ﾉ町1920番地,37.874226,138.971970
1559,内野おがわ眼科クリニック,新潟市南区内野町53番地10,37.765800,139.019165
1560,内野整形外科クリニック,新潟市中央区内野町53-5,37.922520,139.043152
1561,南区白根健康福祉センター診療所,新潟市東区白根1364番地12,37.936180,139.107559
1562,日之出医院,新潟市南区日の出1丁目9番14号,37.765800,139.019165
1563,脳神経・内科もてぎ医院,新潟市西蒲区松園1丁目9番56号,37.764038,138.850555
1564,白根アイクリニック,新潟市中央区親和町10番24号,37.878635,139.027985
1565,白寿荘西診療所,新潟市江南区巻甲4363番地,37.867638,139.094009
1566,白柏眼科医院,新潟市中央区沼垂西1丁目6番17号,37.920769,139.066147
1567,発達クリニックぱすてる,新潟市西区曙町3丁目4-9,37.874226,138.971970
1568,皮膚科鈴木医院,新潟市西区学校町通2番町595番地18,37.874226,138.971970
1569,皮膚科まるやまクリニック,新潟市中央区小新南2丁目5番20号,37.885746,139.048141
1570,樋口内科・消化器科医院,新潟市北区五十嵐2の町8218番地23,37.913540,139.221603
1571,品川スキンクリニック新潟院,新潟市中央区弁天1丁目1番22号東信新潟ﾋﾞﾙ2階,37.912910,139.059708
1572,武田整形外科,新潟市東区松浜東町1丁目3番5号,37.954754,139.119003
1573,舞平クリニック,新潟市中央区大島195番地,37.879547,139.023148
1574,風の笛クリニック,新潟市東区下木戸2丁目28番16号,37.928894,139.095001
1575,耳鼻咽喉科福田医院,新潟市北区沼垂西2丁目5番15号,37.913540,139.221603
1576,北越コーポレーション株式会社新潟工場医務室,新潟市南区榎町57番地,37.765800,139.019165
1577,北区豊栄健康センター診療所,新潟市江南区東栄町1丁目1番35号,37.876057,139.108215
1578,北條医院,新潟市北区白根3066番地,37.918903,139.217194
1579,堀クリニック,新潟市中央区船戸山4丁目9番20号,37.941025,139.059143
1580,堀医院,新潟市東区白新町4丁目6番19号,37.936180,139.107559
1581,堀川内科・神経内科医院,新潟市中央区浜浦町1丁目181番地3,37.910660,139.012344
1582,本多レディースクリニック,新潟市中央区中野山891番地1,37.925709,139.041519
1583,本町いとう内科クリニック,新潟市中央区本町通6番町1108番地1ぷらっと本町ﾋﾞﾙ3F,37.920357,139.046280
1584,本町ふるまち耳鼻科,新潟市中央区上大川前通6番町1212番地1,37.920113,139.047989
1585,本町眼科,新潟市中央区本町通6番町1103番地,37.921032,139.046478
1586,本町皮膚科,新潟市中央区本町通6番町1108番地1ぷらっと本町ﾋﾞﾙ2F,37.920357,139.046280
1587,本田内科医院,新潟市中央区天神尾1丁目5番7号,37.908962,139.056366
1588,万代メディカルクリニック,新潟市中央区万代1丁目3番30号 万代ｼﾃｨﾎﾃﾙﾋﾞﾙ 2F,37.916470,139.056458
1589,万代レディースクリニック,新潟市中央区万代1丁目2番3号ｺｰﾌﾟ野村万代2F,37.915684,139.057495
1590,万代眼科クリニック,新潟市西区万代1丁目3番7号NDK万代ﾋﾞﾙ1F,37.874226,138.971970
1591,万代内科クリニック,新潟市中央区万代4丁目1番1号,37.917221,139.058319
1592,名古屋小児科医院,新潟市東区小針7丁目10番13号,37.942551,139.089264
1593,明元堂眼科医院,新潟市東区上大川前通9番町1279番地,37.934677,139.085449
1594,明生堂アイクリニック,新潟市西区太平3丁目2083番地29,37.874226,138.971970
1595,木戸眼科クリニック,新潟市中央区中木戸285番地8,37.925709,139.041519
1596,木村整形外科医院,新潟市中央区山田503番地1,37.939110,139.057404
1597,野本真由美スキンケアクリニック,新潟市東区万代1丁目3番7号NDK万代ﾋﾞﾙ2階,37.924778,139.092606
1598,有明台整形外科,新潟市江南区堀割町2番6号,37.867638,139.094009
1599,養護老人ホーム松鶴荘医務室,新潟市中央区大山2丁目13番34号,37.879547,139.023148
1600,林皮フ科,新潟市秋葉区亀田四ﾂ興野1丁目571番5,37.788528,139.114609
1601,鈴木耳鼻咽喉科医院,新潟市中央区女池6丁目5番37号,37.892647,139.041931
1602,鈴木内科医院,新潟市西蒲区小須戸401番地2,37.704735,138.970139
1603,鈴木内科小児科医院,新潟市中央区関屋本村町1丁目147番地,37.912403,139.019760
1604,和田内科医院,新潟市秋葉区曽根12番地,37.788528,139.114609
1605,昴診療所,新潟市中央区山二ﾂ531-1,37.890408,139.094635
1606,櫻クリニック,新潟市中央区新津本町3丁目8番5号,37.901592,139.020996
1607,尾崎クリニック,新潟市西区水島町3番19号,37.874226,138.971970
1608,白山クリニック,新潟市西区医学町通2番町11番地 SHINANOﾋﾞﾙ2階,37.874226,138.971970
1609,木村内科医院,新潟市中央区坂井865番地2,37.922520,139.043152
1610,特別養護老人ホーム坂井愛宕の園医務室,新潟市西区坂井1450番1,37.865738,138.955566
1611,新潟駅前ストレスケアクリニック,新潟市東区花園1丁目2番1号 ﾌｫｰｻｲﾄ花園 6階,37.924778,139.092606
1612,にじいろこどもクリニック,新潟市中央区新通南3丁目2番8号,37.901592,139.020996
1613,おがわ内科・消化器内科クリニック,新潟市中央区山木戸4丁目1番44号,37.889217,139.089478
1614,にいがた脳神経クリニック,新潟市西区女池6丁目4番64号,37.874226,138.971970
1615,東幸クリニック内科・外科,新潟市西区東幸町4番10号 ﾀﾞｲｱﾊﾟﾚｽﾛｲﾔﾙｼﾃｨ東幸町 東棟1F,37.827976,138.904510
1616,まさご内科クリニック,新潟市西区真砂3丁目11番6号1,37.892895,138.985260
1617,いしいこどもクリニック,新潟市中央区真砂3丁目11番6号2,37.922520,139.043152
1618,まさご皮ふ科クリニック,新潟市秋葉区真砂3丁目11番7号1,37.788528,139.114609
1619,できじまクリニック,新潟市中央区上近江4丁目7番1号,37.896797,139.032059
1620,しんこどもクリニック,新潟市中央区あおば通1丁目7番1号,37.922520,139.043152
1621,西堀七番町クリニック,新潟市中央区西堀通7番町1555番地 日生不動産西堀ﾋﾞﾙ2-A,37.924713,139.043518
1622,紫竹山アイクリニック,新潟市中央区紫竹山1丁目3番14号,37.900852,139.066177
1623,萬代整形外科クリニック,新潟市西区万代1丁目1番32号 ﾌﾟﾘｵｰﾙ万代501号,37.874226,138.971970
1624,医療法人社団惠洋会ハートリー在宅クリニック新潟中央,新潟市江南区東万代町9-38 ﾛｲﾔﾙﾊﾟｰｸｽER万代1階,37.876057,139.108215
1625,青山みみ・はな・のどクリニック,新潟市東区青山5丁目10番25号,37.924778,139.092606
1626,西内科医院,新潟市東区横越中央8丁目1番21号,37.924778,139.092606
1627,ささげ整形外科,新潟市西区粟山3丁目1番7号,37.874226,138.971970
1628,みずさわ内科クリニック,新潟市東区太平2丁目22番地1,37.943226,139.114197
1629,みうらクリニック,新潟市秋葉区坂井東4丁目3番24号,37.788528,139.114609
1630,まる皮ふ科クリニック,新潟市中央区猿ｹ馬場1丁目1番20号,37.922520,139.043152
1631,あきは形成外科・美容クリニック,新潟市江南区美幸町1丁目5番12号,37.867638,139.094009
1632,ＡＢＣクリニック美容外科新潟院,新潟市西区東大通1丁目1-15東大通ﾋﾞﾙ5F,37.827976,138.904510
1633,吉田医院,新潟市江南区茜ｹ丘2番1号,37.856335,139.142609
1634,青山お肌のクリニック,新潟市中央区東青山1丁目6番6,37.925179,139.051163
1635,栗田クリニック,新潟市中央区荻曽根4丁目1番7号,37.922520,139.043152
1636,オープンクリニック新潟院,新潟市中央区東大通2丁目2-18ﾀﾁﾊﾞﾅﾋﾞﾙ3階,37.915821,139.059280
1637,リベルテクリニック,新潟市中央区花園1丁目2-2ｺｰﾌﾟｼﾃｨ花園ｶﾞﾚｯｿ205号室,37.913258,139.061905
1638,あおばクリニック新潟院,新潟市西区東大通1丁目4番1号ﾏﾙﾀｹﾋﾞﾙ7階,37.827976,138.904510
1639,新潟ときめどホームクリニック,新潟市南区紫竹山1丁目2番5号TMﾋﾞﾙ3階A号,37.765800,139.019165
1640,医療法人社団惠洋会ハートリー在宅クリニック新潟西,新潟市中央区亀貝3371番KAMEGAIBASE,37.880913,139.080048
1641,太白会田邉医院,新潟市東区白根3020番地,37.936180,139.107559
1642,りゅうとこどもクリニック,新潟市秋葉区長潟834番地4,37.788528,139.114609
1643,家庭医療クリニック新潟,新潟市中央区牡丹山2丁目5-18ｺｰﾎﾟ華月2階右号室,37.922520,139.043152
1644,新津こどもクリニック,新潟市中央区新津5149番24,37.901592,139.020996
1645,ミアグレースクリニック新潟,新潟市中央区東万代町9-38ﾛｲﾔﾙﾊﾟｰｸｽER万代 1階,37.917324,139.062622
1646,メンズライフクリニック新潟院,新潟市中央区万代1丁目1番32号ﾌﾟﾘｵｰﾙ万代3階301号室,37.917168,139.057861
1647,おやまつクリニック,新潟市中央区川岸町2丁目8番地2,37.910164,139.031219
